EIN,NAME,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,STATUS,INCOME_AMT,SPECIAL_CONSIDERATIONS,ASK_AMT,IS_SUCCESSFUL
202077432,HABITAT FOR HUMANITY INTERNATIONAL INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202081083,ORLANDO RADIO CONTROL HELICOPTER SOCIETY,T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
202081700,MOTORCYCLE AWARENESS CAMPAIGN INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,16071,1
202084728,SAN GABRIEL VALLEY MUSIC THEATRE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
202134247,GREGG WILLIAMS FOUNDATION INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,24154,1
202142525,LIFESTYLE HOSPICE FOUNDATION INC,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,63520,1
202147137,DECATUR BULLDOG ATHLETIC BOOSTER CLUB,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,24262,0
202148913,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
202156985,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
202157309,OREGON RAIL USERS LEAGUE,T6,Independent,C2000,ProductDev,Trust,1,0,N,5000,1
202157987,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
202158258,UNITED STEELWORKERS,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
202166927,ASHLEY MEMORIAL DOG PARK FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
202171743,SINGLE PARENT SCHOLARSHIP FUND OF CRAWFORD FRANKLIN AND SEBASTIAN,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,115467,1
202175305,APOSTOLIC RESOURCE CENTER INCORPORATED,T3,Family/Parent,C1700,Preservation,Trust,1,100000-499999,N,20792,1
202182434,FORMER OFFENDER RESTORATION GUIDE I N VOCATIONAL EMPOWERMENT INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
202183690,RAILYARD DOGS,T3,Independent,C1240,Preservation,Trust,1,0,N,5000,1
202184635,MONTANA CONGRESS OF PARENTS TEACHERS STUDENTS,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
202189253,CENTER OF INTERNATIONAL DESIGN AND DEVELOPMENT INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
202189915,PARTNERS FORE GOLF INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,196755,1
202190600,SISTER DULCE FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1439275,1
202193597,KANSAS COUNTY OFFICIALS ASSOCIATION,T6,Independent,C2000,ProductDev,Trust,1,0,N,5000,1
202194388,WINNERS CIRCLE PEER SUPPORT NETWORK,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
202197690,AABY FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,29208,1
202201586,IMAGE PRODUCTIONS INC,T4,Independent,C3000,ProductDev,Trust,1,25000-99999,N,85706,1
202203542,NATIONAL ASSOCIATION BLACK SCUBA DIVERS FOUNDATION,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
202203769,SIGMA PHI LAMBDA INC,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
202213875,KASETSART UNIVERSITY ALUMNI ASSOCIATION OF USA,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
202215807,AMBASSADORS FOR CHRIST WORSHIP CENTER INC,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
202217734,VACAVILLE BOBBY SOX,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,27901,0
202218684,WORLD TEAM NOW,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
202225555,A WORLD AWARE INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,74145,1
202226810,TASTE OF ST LOUIS INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
202238027,PEDIATRIC THERAPY SPONSORSHIP FOUNDATION INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
202238314,ACE MENTOR PROGRAM OF AMERICA INC,T3,CompanySponsored,C1200,Preservation,Association,1,100000-499999,N,308917,0
202238856,TOASTMASTERS INTERNATIONAL,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
202249520,TEXAS A & M UNIVERSITY BLACK FORMER STUDENTS NETWORK,T3,Independent,C2000,Preservation,Association,1,0,N,5000,1
202249722,LOUISIANA BUSINESS INCUBATOR ASSOCIATION INCORPORATED,T6,Independent,C2000,ProductDev,Trust,1,100000-499999,N,134446,0
202259531,CHILDRENS FILM FESTIVAL COMPANY,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
202267916,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
202273826,PAWS INN NO-KILL ANIMAL SHELTER HUMAN SOCIETY,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,367230,1
202275859,EL PASOS MIRACLE LEAGUE,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,51572,1
202275981,HOLY ANGEL UNIVERSITY-CLASS OF 1965 KA-VIBES INCORPORATED,T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
202293653,CALVARY CHRISTIAN KIDS FOUNDATION,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
202297253,NATIONAL SOCIETY OF THE SONS OF THE AMERICAN REVOLUTION,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
202299801,CALIFORNIA ASSOCIATION OF MINE AND CAVE EXPLORERS,T7,Independent,C1000,ProductDev,Association,1,0,N,5000,1
202302268,E B C 2 INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,54093,1
202302915,FRANK M BASS INSTITUTE,T3,Independent,C2100,Preservation,Trust,1,0,N,5000,1
202302958,LIGHTHOUSE CARE CENTER,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
202305351,ALTRUSA INTERNATIONAL FOUNDATION INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202313176,PEARLAND LADY OILER GOLF BOOSTER CLUB,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
202313481,AMERICAN ASSOCIATION OF BLACKS IN ENERGY-TENNESSEE CHAPTER,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,51884,1
202313784,ELCANAAN COMMUNITY HELP ORGANIZATION,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
202317646,STRENGTH OF THE YOUNG INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
202321344,FRIENDS OF THE OLD MILL INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
202324598,TREE OF LIFE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
202337863,NORTH TEXAS CHARITIES,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,209474,1
202340746,SISTERS NETWORK,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
202345612,LES GEMMES INC,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
202346451,AMERICAN POSTAL WORKERS UNION,T5,CompanySponsored,C3000,ProductDev,Association,1,25000-99999,N,155728,1
202352138,SANTA MONICA FOUNDATION FOR NUTRITIONAL RESEARCH,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,5000,1
202353301,LIGHTNINGS MINISTRIES INTERNATIONAL INC,T3,Independent,C7120,Preservation,Trust,1,25000-99999,N,5000,1
202355718,ISLAMIC CIRCLE OF NORTH AMERICA,T3,Independent,C2700,Preservation,Trust,1,100000-499999,N,273080,1
202358245,TEMPRANILLO ADVOCATES PRODUCERS AND AMIGOS SOCIETY,T6,Independent,C1000,ProductDev,Association,1,25000-99999,N,16025,1
202358889,DOMESTIC AND SEXUAL VIOLENCE SERVICES OF CARBON COUNTY,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,226145,1
202360049,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202360671,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202361588,MPKIDS,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,108596,1
202364689,ALBUQUERQUE REMOTE CONTROLLED OFF- ROAD RACEWAY,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
202367101,MILE HIGH TACTICAL ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
202367470,TREE OF LIFE DAY CARE,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,24000,1
202374141,SIMPLY CHRIST MINISTRIES,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
202374987,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
202381170,GIRLS GOLF CLUB OF NORTHERN COLORADO,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
202387545,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202415925,TOASTMASTERS INTERNATIONAL,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
202421785,TROUSDALE COUNTY 4-H & FFA YOUTH FA,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
202432437,TOASTMASTERS INTERNATIONAL,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
202434722,CHILDRENS HOUSE OF HOPE INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
202443336,KINGDOM COME MINISTRIES INC,T3,Independent,C1700,Preservation,Trust,1,100000-499999,N,46322,1
202446263,TMVCA INC,T6,Independent,C2000,ProductDev,Trust,1,0,N,5000,1
202447839,MTN2SEA OUTFITTERS INC,T3,Independent,C2700,Preservation,Trust,1,0,N,5000,1
202457193,THE HOUSE THAT TREE BUILD FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
202464129,SHG HEALTHCARE GROUP LTD HEALTH CARE BENEFITS TRUST,T9,Independent,C1000,ProductDev,Co-operative,1,1M-5M,N,880872,0
202465003,ASSOCIATION FOR CONFLICT RESOLUTION,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
202476683,FLORIDA UNITED TAX MANAGERS ASSOCIATION,T4,Independent,C1000,ProductDev,Association,1,0,N,5000,1
202482751,RAMPAGE BICYCLE CLUB INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
202490667,CALIFORNIA GARDEN CLUBS INC,T3,CompanySponsored,C1200,CommunityServ,Trust,1,0,N,5000,0
202493102,THINK ON THESE THINGS MINISTRIES INTERNATIONAL INC - 3 T M,T3,Independent,C7000,Preservation,Trust,1,25000-99999,N,5000,1
202495905,VETERANS FOR PEACE INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
202495988,VETERANS OF PEACE INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
202496506,VETERANS FOR PEACE INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202497979,NATIONAL RURAL LETTER CARRIERS ASSOCIATION,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
202498232,NATIONAL RURAL LETTER CARRIERS ASSOCIATION,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
202498433,VETERANS FOR PEACE INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
202498459,LOCAL 081 - VAN ZANDT,T5,Independent,C3000,ProductDev,Association,1,0,N,5000,0
202498894,VETERANS FOR PEACE INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
202499021,ECOARTS CONNECTIONS,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,36545,1
202510790,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202513702,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202513773,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202521716,CEDAR PARK HIGH SCHOOL CHEER BOOSTER CLUB,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,21108,0
202526508,LEAD PUBLIC SCHOOLS INC,T3,Independent,C2000,Preservation,Trust,1,10M-50M,N,10409732,0
202542046,HOME AND LANDOWNERS ASSOCIATION OF TEXAS,T4,Independent,C3000,ProductDev,Trust,1,0,N,5000,0
202555079,PALM BEACH POETRY FESTIVAL INC,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,109640,0
202557070,WASHINGTON COUNTY BICYCLE TRANSPORTATION COALITION,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,87936,1
202558493,OVARIAN CANCER ALLIANCE OF OREGON & SW WASHINGTON,T3,Independent,C2000,Preservation,Corporation,1,100000-499999,N,555317,0
202562193,STRIVE PREPARATORY SCHOOLS,T3,Independent,C2000,Preservation,Trust,1,10M-50M,N,7042883,0
202564306,NATIONAL LATINO PEACE OFFICERS ASSOCIATION,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
202569766,WHEN ARE WE GOING HOME MINISTRY,T3,Independent,C1270,Preservation,Trust,1,10000-24999,N,210410,1
202570273,GLOBAL MOUNTAIN FUND INC,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,440955,1
202583553,ABRAZO FOSTER FAMILY AGENCY,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,112209,1
202589761,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202589855,THE SKAGIT COUNTY INTERAGENCY COORDINATING COUNCIL ICC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
202591129,SOCIETY FOR WILDERNESS STEWARDSHIP,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,26572,1
202595149,SYLVIA COLLINS MINISTRIES,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,39578,1
202595438,DICKSON COUNTY FIREFIGHTERS FOR KIDS,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
202598299,WOODLAND MUSIC SERIES,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
202603738,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202607156,LEBANON USBC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202614511,ALLIANCE FOR RETIRED AMERICANS,T3,CompanySponsored,C2000,CommunityServ,Trust,1,0,N,5000,1
202620971,SOUTH GEORGIA HOUSE OF HOPE INC,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,129543,1
202621384,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
202624351,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202629300,TEAMWORKS INTERNATIONAL,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
202629554,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
202640078,SOUTH AUSTIN AREA BARRACUDAS SWIM TEAM,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,15561,1
202642693,VETERANS FOR PEACE,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
202643300,VETERANS FOR PEACE INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
202646005,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202647872,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202648457,NEW AMERICAN THEATRE,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,9751,1
202655520,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
202656002,TOASTMASTERS INTERNATIONAL,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
202659076,SCHOOL OF THE BEARTOOTHS,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
202659476,BURIED ASSET MANAGEMENT INSTITUTE INTERNATIONAL INCORPORATED,T3,Independent,C2000,Preservation,Trust,1,10000-24999,N,5000,1
202662178,AMERICAN ASSOCIATION OF BLACKS IN ENERGY,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,32153,1
202662526,SOCIETY OF WOMEN ENGINEERS,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
202663715,THE PRODIGAL SON INITIATIVE INC,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,148812,1
202663905,TEAM PARADISE SAILING INC,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,94563,0
202672153,DFW ELITE TRAVELING BASKETBALL TEAM,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
202672228,HONOR SOCIETY OF PHI KAPPA PHI,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202675941,FOUNDATION FORWARD INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
202677578,SHEPHERDS FLOCK MINISTRIES INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
202682011,REVIVE THE SAN JOAQUIN,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
202687181,SONS OF THUNDER MINISTRIES & PUBLICATIONS INC,T3,Independent,C7200,Preservation,Trust,1,25000-99999,N,1832610,1
202687246,AMERICAN YOUTH FOOTBALL INC,T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,114666,1
202689593,PROGRAM ADMINISTRATIVE AND SERVICE EMPLOYEES ASSOCIATION,T5,Independent,C3000,ProductDev,Association,1,0,N,5000,1
202695242,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
202698364,INFRAGARD NATIONAL MEMBERS ALLIANCE INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
202701365,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202701475,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
202703330,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
202706631,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202715076,CALIFORNIA GARDEN CLUBS INC,T3,CompanySponsored,C1200,CommunityServ,Trust,1,0,N,5000,0
202717059,HOLIDAY RAMBLER RECREATIONAL VEHICLE CLUB INC,T7,CompanySponsored,C1000,CommunityServ,Trust,1,25000-99999,N,63601,1
202718793,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
202720444,FRIENDS OF THE PERRY ANIMAL SHELTER INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
202723047,COALITION FOR HEALTHY AFRICAN AMERICAN RELATIONSHIPS & MARRIAGES,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
202730972,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202736000,GATE YOUTH ASSOCIATION,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,692195,1
202738282,DELTA LIFE DEVELOPMENT FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,413146,1
202739783,USBR FEDERAL FIREFIGHTERS,T5,Independent,C3000,ProductDev,Association,1,0,N,5000,0
202740495,THE AFTERMATH PROJECT INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,69882,1
202741774,LA LECHE LEAGUE INTERNATIONAL INC,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
202743489,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
202745436,THETA CHI FRATERNITY,T7,Independent,C1000,ProductDev,Association,1,0,N,5000,0
202745702,ELISA RIEBELING MINISTRIES INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
202747752,ART CENTER UKIAH,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
202750491,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,100000-499999,N,44071,0
202760836,DESERT TRAILS ELEMENTARY SCHOOL PARENT TEACHER ORGANIZATION,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,55682,0
202761057,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202770465,OLATHE SOUTH BAND BOOSTERS,T3,Independent,C2000,Preservation,Association,1,100000-499999,N,26222,0
202774826,COMMUNITY STRATEGIES INC,T3,Independent,C2000,Preservation,Trust,1,10M-50M,N,6687413,0
202776225,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202778271,HABITAT FOR HUMANITY INTERNATIONAL INC,T3,CompanySponsored,C1000,Preservation,Trust,1,1M-5M,N,896924,0
202780244,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202781758,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,25000-99999,N,31453,0
202789213,PATTONVILLE HEIGHTS PARENT TEACHER ORGANIZATION PTO,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
202793206,INTERNATIONAL BRAIN MAPPING AND INTRAOPERATIVE SURGICAL,T6,Independent,C2000,ProductDev,Trust,1,100000-499999,N,34713,1
202794280,JOBS WITH JUSTICE EDUCATION FUND,T3,CompanySponsored,C2100,Preservation,Trust,1,25000-99999,N,67455,1
202797093,GLOBAL GOSPEL ACTION INC,T3,Independent,C2700,Preservation,Trust,1,100000-499999,N,73360,1
202799123,KIPP NASHVILLE,T3,Independent,C2000,Preservation,Trust,1,10M-50M,N,9085030,0
202804467,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202806188,ASE ACADEMIES INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
202810736,NATIONAL YOUNG MENS SERVICE LEAGUE,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202810937,ORLANDO BRASS WORKS INC,T3,Independent,C2100,Preservation,Trust,1,0,N,5000,1
202811765,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202813348,EAGLE LAKE FOUNDATION INC,T3,Independent,C1000,Heathcare,Trust,1,1-9999,N,3852170,1
202815639,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
202818701,HOPE FOR VISION INC,T3,Independent,C1200,Preservation,Trust,1,10000-24999,N,894372,1
202822858,NATIONAL YOUNG MENS SERVICE LEAGUE,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202827085,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202830249,INTERNATIONAL FEDERATION OF FLY FISHERS INC,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
202834190,POP WARNER LITTLE SCHOLARS INC,T3,CompanySponsored,C2000,Preservation,Trust,1,100000-499999,N,133633,1
202842073,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,53859,0
202843224,COMMUNITY COLLEGE PEACH OFFICERS ASSOCIATION OF RIVERSIDE,T5,Independent,C1000,ProductDev,Trust,1,1-9999,N,5000,1
202851515,PLANNED PARENTHOOD SAN ANTONIO,T3,Independent,C1200,Preservation,Trust,1,1M-5M,N,279947,1
202852210,COLUMBUS RHF HOUSING INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,4700938,0
202857700,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
202865488,INTERNATIONAL BRAIN MAPPING AND INTRA-OPERATIVE SURGICAL PLANNING,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,15884,1
202879755,STOREHOUSE ASSISTANCE CENTER INCORPORATED,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
202882260,COMICS4KIDS,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
202883013,TOPEKA RUGBY FOOTBALL CLUB ASSOCIATION,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
202890487,SOCIETY OF WOMEN ENGINEERS,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
202892282,MEXICO CARAVAN MINISTRIES,T3,Independent,C2100,Preservation,Trust,1,25000-99999,N,146824,1
202894712,KLEIN SUPPORT GROUPS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202895479,CALIFORNIA STATE CHAPER WOMENS COUNCIL OF REALTORS,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,1
202898067,INFRAGARD NATIONAL MEMBERS ALLIANCE INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
202914460,CITIZENS CONCERNED ABOUT CHLORAMINE,T4,Independent,C3000,ProductDev,Trust,1,0,N,5000,0
202929512,INFRAGARD NATIONAL MEMBERS ALLIANCE INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
202930483,GOULET MINISTRIES INC,T3,Independent,C7200,Preservation,Trust,1,0,N,5000,1
202933784,CONWAY COUNTY COMMUNITY CENTER,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,830849,1
202936513,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202936623,PET AWARENESS WELFARE SOCIETY FOR,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,89765,0
202938932,GREATER BATON ROUGE LITERACY COALITION INC,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,98455,1
202944116,BLANKETS OF LOVE INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
202948858,IBIS COMMUNITY EMERGENCY RESPONSE TEAM,T3,Independent,C6000,Preservation,Association,1,0,N,5000,1
202951418,KOKUA COALITION,T6,Independent,C1000,ProductDev,Trust,1,10000-24999,N,12178,1
202958573,SAE SERVICES INC,T7,CompanySponsored,C1000,ProductDev,Trust,1,100000-499999,N,408998,1
202962363,CONNECTION 21 ASSOCIATION,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
202964652,NATIONAL ASSOCIATON OF CORPORATE DIRECTORS,T3,CompanySponsored,C2000,Preservation,Trust,1,25000-99999,N,49885,1
202964946,INFRAGARD NARIONAL MEMBERS ALLIANCE INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
202971286,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202975820,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
202979030,AMERICAN JUSTICE FOUNDATION INC,T4,Independent,C3000,ProductDev,Trust,1,0,N,5000,1
